,Name,Dish,Area,Service,Min,Contact,WhatsApp,Website,Address,lng,lat
441,Sin Thor Eunos Bak Kut Teh,Bak Kut Teh,South,Islandwide,Pls Enquire,,90106568.0,,1 Wholesale Centre Pasir Panjang Singapore 110001,103.77912600000008,1.2852810000000545
442,Sinn Ji Hainanese Chicken Rice,Chicken Rice,North,Islandwide,$30,62580855,,,275 Thomson Rd #01-03 Singapore 307645,103.84155000000004,1.3211460000000557
445,Soh Kee Cooked Food,"Chicken Porridge, Yu Sheng",West,Self Pickup,,96716446,,,505 Jurong West Street 52 #01-44,103.71844350000003,1.349676000000045
447,Soi Thai Soi Nice (Jurong),Thai Food,West,Delivery / Self Pickup,,63391391,,,50 Jurong Gateway Road #03-21 JEM Singapore 608549,103.74326100000008,1.3325490000000286
448,Soi Thai Soi Nice (Seng Kang),Thai Food,North-East,Delivery / Self Pickup,,65812190,,,33 Sengkang West Avenue #01-28/29/30 Singapore 797653,103.87623600000006,1.3914000000000328
452,Strangers’ Reunion,"Cafe, Cakes, Coffee",Central,Delivery / Self Pickup,E-mail to Enquire,,,,33-35 Kampong Bahru Road Singapore 169356,103.83637950000008,1.276911000000041
456,Sumo-Ya,Japanese,South,Delivery / Self Pickup,,69049116,,,3 Pickering Street #01-52 Nankin Row Singapore 048660,103.84742700000004,1.284291000000053
457,Super Loco Customs House,"Taco Kits, Elotes, Churros",South,Islandwide,FOC if within 1.5km / > $80 - $10 delivery fee else $18,98160659,,,70 Collyer Quay #01-04 Customs House Singapore 049323,103.85349750000006,1.2825090000000614
458,Super Loco Robertson Quay,"Tacos, Burrito Bowls, Burritos",Central,Islandwide,FOC if within 1.5km / > $80 - $10 delivery fee else $18,98157221,,,60 Robertson Quay #01-13 The Quayside Singapore 238252,103.83920100000006,1.2900870000000282
459,Sushi Matsuo,Japanese,Central,Delivery / Self Pickup,$50,63562603,97581600.0,,1 Goldhill Plaza # 01-17 (Podium Block) Singapore 308899,103.84289100000007,1.3178250000000276
460,Swatow Seafood Restaurant (Serangoon),"Teochew, Braised Duck, Dumplings",North,Islandwide,$80 FOC / Pls Enquire,92274177,,,22 Kensington Park Road Singapore 557271,103.86680400000006,1.3654350000000477
461,Swatow Seafood Restaurant (Toa Payoh),"Teochew, Braised Duck, Dumplings",Central,Islandwide,$80 FOC / Pls Enquire,92274177,,,181 Lorong 4 Toa Payoh #02-602 Singapore 310181,103.85097750000006,1.333620000000053
462,Swee Choon Tim Sum Restaurant,Dim Sum,Central,Delivery / Self Pickup,$5 delivery fee flat,,,https://sweechoon.oddle.me,191 Jalan Besar Singapore 208882,103.85691300000008,1.3082130000000234
465,Taan,"Grill, Bento",Central,Islandwide,Pls Enquire,,83300957.0,,30 Liang Seah Street Singapore 189051,103.85630550000008,1.2983490000000302
466,Tai Seng Fish Soup,Fish Soup,West,Self Pickup,,98418617,,,3 Yung Sheng Road #03-145 Singapore 618499,103.72158450000006,1.3347180000000662
467,Tai Seng Turtle Soup,"Turtle Soup, Crocodile Soup",North,Islandwide,$50 FOC,96907313,,https://www.facebook.com/taisengturtlesoup/,2 Jalan Lokam #01-56 Kensington Square Singapore 537846,103.88269800000006,1.345608000000027
473,Tamashii,Japanese,Central,Islandwide,$180 FOC else $10 delivery fee,89222246,,,12 North Canal Road #02-01 Singapore 048825,103.84880850000008,1.2862530000000447
475,Tan's Tu Tu (Clementi),Tu Tu Kueh,West,Self Pickup,,,97372469.0,,449 Clementi Avenue 3 #01-211 Singapore 120449,103.76499600000005,1.3132080000000315
476,Tan's Tu Tu (Havelock),Tu Tu Kueh,Central,Self Pickup,,,97372469.0,,22B Havelock Road #01-25 Singapore 162022,103.82936400000006,1.2877560000000585
477,Tang Kay Kee Fishhead Bee Hoon,Fishhead Beehoon,Central,Delivery / Self Pickup,Pls Enquire,81572641,,,531A Upper Cross Street #01-70,103.84582500000005,1.285299000000066
478,Tanglin Halt Lor Mee,Lor Mee,West,Self Pickup,,83888491,,,48A Tanglin Halt Road Stall 14 Singapore 148813,103.79772900000006,1.3005360000000223
480,Tasty Soup Yong Tau Fu,Yong Tau Fu,South,Delivery / Self Pickup,Delivery fee between $6-$12,,96536421.0,,115 Bukit Merah Veiw #01-59 Singapore 151115,103.82182200000005,1.2855060000000549
484,Thai Hao Chi Mookata,"Thai Food, Bento",North,Delivery / Self Pickup,Limited to North / North-East,,85535581.0,,908 Upper Thomson Road Singapore 787111,103.81833450000005,1.398456000000067
485,Thai-licious,"Thai Food, Boat Noodle",Central,Self Pickup,,69179857,82226337.0,https://www.facebook.com/thailiciousboatNoodle,8 Liang Seah Street #01-01,103.85633250000006,1.2979170000000408
488,The Beef Station,Beef Noodle,Central,Delivery / Self Pickup,$50,,63849149.0,,2 Tai Thong Crescent #01-05 The Venue,103.86927000000009,1.328796000000068
489,The Cliff,Western,South,Self Pickup,,67088310,,www.sofitel-singapore-sentosa.com,2 Bukit Manis Road Sentosa Island Singapore 099891,103.82749650000005,1.2465630000000374
491,The Dempsey Cookhouse & Bar,Western,Central,Delivery / Self Pickup,$100 FOC,81210176,,,Block 17D Dempsey Road Singapore 249676,103.81022550000006,1.3056930000000762
493,The Fabulous Baker Boy,"Cakes, Chicken and Waffle, Prawn Pasta",Central,Islandwide,$50 with $5 delivery fee / Pls Enquire,66948336,,,70 River Valley Road #01-15 Singapore 179037,103.84571250000005,1.2921840000000202
494,The Garden Kitchen,,South,Outram,$30 FOC else $3-$6 delivery fee,81258827,,,10 Raeburn Park #01-28,103.83366150000006,1.2736080000000243
496,The Happy Harvester,"Fruits, Juices, Grocery",Central,Delivery / Self Pickup,,86998869,,,31C Exeter Road #B1-01,103.83832800000005,1.2985650000000533
498,The Meathouse*,"Western, Halal",East,Delivery / Self Pickup,,62601752,,,2 Tampines Central 5 #05-04 Singapore 529509,103.94378550000005,1.352358000000038
499,The Naughty Chef,"Western, Pizza, Risotto",East,Islandwide,$50 FOC else $30 min order / Pls Enqiure,91342626,,www.thenaughtychefsg.com,348 Bedok Road #02-14 Singapore 469560,103.94825850000007,1.331433000000061
500,The Orchard Cafe,"Laksa, Nasi Goreng, Mango Cake",Central,Delivery / Self Pickup,$60 FOC for Orchard Area,67396565,,,442 Orchard Road Singapore 238879,103.82837400000005,1.3076280000000224
504,The Peranakan,Peranakan,Central,Islandwide,Pls Enquire,90698800,,,442 Orchard Road Level 2 Singapore 238879,103.82837400000005,1.3076280000000224
506,The Seagrill,Western,West,Islandwide,$30 / 2 hours in advance,86934699,,http://www.seagrill.com.sg/,2 Bukit Batok West Avenue 7 #01-9B Singapore 659003,103.74803550000007,1.3663170000000378
510,The Three Peacocks,BBQ Seafood,South,Islandwide,Pls Enquire,91787876,,,8 Port Road Singapore 117540,103.80506850000006,1.2649860000000217
511,The White Ombré,"Cakes, Cookies",Central,Islandwide,$60 / Pls Enquire,,,www.thewhiteombre.com,206 Toa Payoh North #01-1209 Singapore 310206,103.84650900000008,1.3423140000000444
512,The Wine & Gourmet Friends,Western,South,Islandwide,$80 FOC / Pls Enquire,88230688,,https://www.facebook.com/TWGFriends/,48 Bukit Pasoh Road Singapore 089859,103.84044750000004,1.2798270000000684
513,Thunder Tea Rice,"Thunder Tea Rice, Vegetarian",East,Islandwide,$80 FOC else min $40 with delivery fee,96998369,,www.thundertearice.com.sg,328 Joo Chiat Road #01-04 Singapore 427585,103.90220100000005,1.3087350000000697
514,Thunderbolt Tea by Boon Lay Traditional Lui Cha,"Thunder Tea Rice, Vegetarian",East,Delivery / Self Pickup,$60 FOC else $5 delivery fee,,93398979.0,https://www.thunderbolt.sg,81 Ubi Ave 4 #01-07 UB One Singapore 408830,103.89178350000009,1.3335120000000416
515,Tian Xiang Wanton Noodle,Wanton Noodle,West,Self Pickup,,,81818786.0,,120 Bukit Merah Lane 1 #01-25 Singapore 150120,103.80464550000005,1.286388000000045
516,Tie Fun Wan (Kovan),Rice Bowl,North,Delivery / Self Pickup,Pls Enquire,97396648,,https://tiefunwan.oddle.me,50 Hougang Ave 1 #01-00 J’Forte Sportainment Centre Singapore 538885,103.88808450000005,1.3603050000000394
517,Tie Fun Wan (Rangoon),Rice Bowl,Central,Self Pickup,,97386648,,,89 Rangoon Road #01-03 Urban Loft Singapore 218375,103.85390700000005,1.314162000000067
521,Tiong Bahru Tau Suan,Dessert,Central,Self Pickup,,92728737,,,30 Seng Poh Road #02-55 Singapore 168898,103.83241950000007,1.2846870000000195
522,TOBY’S Kopi • Toast • Bakery,Western,West,Self Pickup,,63162422,88213311.0,,8 Boon Lay Way Tradehub21 #01-35 Singapore 609964,103.75425450000006,1.3285260000000676
523,Tolido’s Espresso Nook,Western,Central,Delivery / Self Pickup,$50,,86298241.0,,462 Crawford Lane #01-63 Singapore 190462,103.86097200000006,1.3046130000000744
524,Tong Ah Eating House,Zi Char,South,Delivery / Self Pickup,$10 limited to within 10 mins walk,62235083,,,35 Keong Saik Road,103.84141500000004,1.2801150000000234
530,Traditional Wanton Mee,Wanton Mee,North,Self Pickup,,,91551743.0,,313A Sembawang Drive Stall 3 Singapore 751313,103.82140350000009,1.4441490000000385
532,Try Fresh XO Seafood Noodles 长鲜,"Seafood Bee Hoon, Mee Sua",Central,Self Pickup,,92337100,91801834.0,,100 Jalan Sultan Road #01-06/07 Singapore 199001,103.86184950000006,1.3029480000000717
534,Un-Yang-Kor-Dai,Thai Food,South,Delivery / Self Pickup,,67878575,82981509.0,https://tinyurl.com/UYKDsgTakeAwayMenu,57 South Bridge Road #01-02 Singapore 058688,103.84835850000007,1.2870990000000688
535,Urban Smokeshack,"Steak, Pork Platter, Western",East,Delivery / Self Pickup,,,97262482.0,,3014 Bedok Industrial Park E Singapore 489980,103.95028800000006,1.335456000000022
536,V-DINING by V-ZUG,"Noodles, Cheese Cake, Sandwich",Central,Islandwide,Pls Enquire,69504868,,https://v-dining.com/,6 Scotts Rd #03-13 Singapore 228209,103.83305850000005,1.305810000000065
538,Verimix,Vegetarian,West,Self Pickup,,96687442,,,73A Ayer Rajah Crescent Timbre+ #01-23,103.78741950000006,1.2972780000000625
539,Village Curry,"Masala Dosai, Biriyani, Chapati",Central,Delivery / Self Pickup,Pls Enquire,,83376466.0,,20 Kerbau Road,103.85150850000008,1.3070070000000555
540,Wakey Wakey,"Cafe, Cakes, Coffee",Central,Delivery / Self Pickup,E-mail to Enquire,,,,302 Beach Road #01-04/5 Singapore 199600,103.86447750000008,1.3036680000000729
541,Wan He Lou,"Chinese, Lobster Porridge",Central,Islandwide,$65 / Pls Enquire,62948057,,http://order.wanhelou.com,65 Maude Road # 01-01 Singapore 208347,103.85809650000004,1.3079610000000343
542,Wang Fu Roasted Delight,"Soup, Sio Bak, Char Siew",East,Self Pickup,,97124567,,,18 Bedok South Road #01-45 Singapore 460018,103.93473600000004,1.3206240000000662
543,Wang's Roasted Delight,"Char Siew, Sio Bak",North,Delivery / Self Pickup,Pls Enquire,96649465,,,339 Ang Mo Kio Avenue 1 Singapore 560339,103.84911450000004,1.3650660000000698
544,Wanglee Seafood Restaurant,Zi Char,Central,Self Pickup,Pls Enquire,87115600,,,94 Lor 4 Toa Payoh Singapore 310094,103.84953750000005,1.3388940000000389
545,Wanton Fu,Wanton Noodle,Central,Delivery / Self Pickup,Pls Enquire,88199089,,,"380 Jalan Besar, ARC 380 #01-09 Singapore 209000",103.86033300000008,1.3132170000000656
546,Wanton Mee Noodle House,"Wanton Noodle, Carrot Cake",East,Islandwide,$20 / Pls Enquire,66363326,84984137.0,,312 Bedok Rd Singapore 469475,103.94858250000004,1.3308660000000714
550,Wee's Family Coffee Shop,Zi Char,East,Self Pickup,,67437482,,,117 Bedok Reservoir Road #01-50 Singapore 470117,103.90869000000004,1.3314150000000495
551,West Co’z Cafe (Choa Chu Kang North),Western,West,Delivery / Self Pickup,$30 with delivery fee of $3 up to 8km,67620180,,,21 Choa Chu Kang North 6 #01-28 Yew Tee Point,103.74666300000007,1.3970610000000647
554,WhatheFish!,"Western, Fusion",South,Delivery / Self Pickup,$50 FOC else min order $30,86448652,,www.whathefish.sg/delivery/,2 Venture Drive #02-42 Vision Exchange Singapore 608526,103.74457500000005,1.3301550000000475
556,Wonder Gelato,"Ice Cream, Gelato",South,Delivery / Self Pickup,$80 FOC else $15 delivery fee,96627556,83998761.0,,261 Waterloo Street #01-30 Singapore 180261,103.85207550000007,1.2987540000000308
558,Woon Woon Pek Beehoon,White Beehoon,East,Delivery / Self Pickup,Pls Enquire,94511633,,,2 Changi Village Road #01-52,103.98809250000005,1.3886100000000283
559,Xian Ji Porridge Tiong Bahru,Porridge,Central,Self Pickup,,98634647,,,57 Eng Hoon Street #01-72 Singapore 440057,103.83347700000007,1.2848040000000651
562,Xin Bao Sheng Duck Rice,"Duck Rice, Kway Chap",West,Self Pickup,,94224397,,,503 West Coast Drive #01-05 Singaproe 120503,103.75975350000004,1.311804000000052
564,Xin Yuan Ji,Fish Soup,Central,Delivery / Self Pickup,$30 FOC,81020988,,,31 Tan Quee Lan Street Singapore 188117,103.85619750000006,1.2988800000000538
565,Ya Hua Bak Kut Teh,Bak Kut Teh,South,Islandwide,Pls Enquire,62229610,92248988.0,https://outramyahuabakkutteh.oddle.me/,7 Keppel Road PSA Tanjong Pagar Complex #01-05/07 Singapore 089053,103.84233750000004,1.2714300000000662
566,Yam's Kitchen,Zi Char,East,Self Pickup,,65845884,81286988.0,,1 Pasir Ris Close #04-101 E!Hub Singapore 519599,103.95482850000008,1.3774950000000672
567,Yan Thai Kitchen & Mookata,"Thai Food, Mookata",Central,Delivery / Self Pickup,$40 FOC else $10 with $2 delivery fee,83173172,,,Blk 177 Toa Payoh Central #01-176 Singapore 310177,103.84885350000008,1.3338990000000308
568,Yaowarat Seafood,"Thai Food, Seafood, Crab Beehoon",North,Delivery / Self Pickup,$45,,,www.yaowaratseafood.com.sg,27 Teck Chye Terrace Singapore 545729,103.87666350000006,1.3532940000000622
569,Yeogi Korean Restaurant and Bar,Korean,Central,Delivery / Self Pickup,,66768468,97802953.0,,12 Kim Keat Rd #01-01 Singapore 328841,103.85286300000007,1.3239810000000602
570,Yhingthai Palace,Thai Food,Central,Delivery / Self Pickup,,63371161,,https://yhingthaipalace.oddle.me/en_SG,36 Purvis Street #01-04 Singapore 188613,103.85490600000008,1.2964680000000612
571,Ying Jang Thai Food,Thai Food,South,Self Pickup,,83799558,,,Tanjong Pagar Plaza Market #02-50,103.85014500000005,1.2844170000000759
573,Yong Le Economic Bee Hoon Nasi Lemak (Aljunied),"Nasi Lemak, Bee Hoon",East,Self Pickup,10 pax,,98293487.0,,116 Aljunied Avenue 2,103.88669850000008,1.321245000000033
574,Yong Le Economic Bee Hoon Nasi Lemak (Canberra),"Nasi Lemak, Bee Hoon",North,Self Pickup,10 pax,,98293487.0,,105 Canberra Street,103.83239250000008,1.448865000000069
575,Yong Le Mixed Rice,"Economical Rice, Chye Peng",Central,Self Pickup,10 pax,,83324519.0,,128 Lor 1 Toa Payoh,103.84433100000007,1.3378140000000371
576,Yoon's Traditional Teochew Kueh,Kueh,East,Delivery / Self Pickup,Pls Enquire,96665134,,,153 Kampong Ampat #07-05,103.88269800000006,1.333998000000065
578,YOUNGS Bar & Restaurant,Western,North-East,Islandwide,Pls Enquire,67342850,88183348.0,www.youngs.com.sg,3 Hyde Park Gate Singapore 799531,103.86760950000007,1.4071140000000355
580,Yu Ki Congee,Porridge,West,Self Pickup,,,98520888.0,,3 Yung Sheng Road #02-09 Singapore 618499,103.72158450000006,1.3347180000000662
582,Yue Lai Xiang Delights,"Ban Mian, Handmade Noodle",North,Delivery / Self Pickup,,,90178778.0,,22 Sin Ming Road #01-224,103.83939450000008,1.3572810000000572
584,Yuzutei,Japanese,South,Islandwide,$60 with $6 delivery fee,,96894092.0,https://yuzutei.oddle.me/,100G Pasir Panjang Road #01-01 Interlocal Center Singapore 118523,103.79632950000007,1.2773520000000644
585,Z-Z Bak Kut Teh,Bak Kut Teh,South,Self Pickup,,96316737,,,7 Everton Park Singapore 080007,103.83918750000004,1.2769920000000639
586,Zhao An Granny Grass Jelly,Grass Jelly,Central,Self Pickup,,,91467313.0,,505 Beach Road #01-58 Golden Mile Food Centre Singapore 199583,103.86388350000004,1.3028760000000261
587,Zichar House (Boon Keng),Zi Char,Central,Self Pickup,,84227975,,,11 Upper Boon Keng Road,103.87091250000009,1.3142430000000331
588,Zichar House (Pasir Ris),Zi Char,East,Self Pickup,,90831183,,,446 Pasir Ris Drive 6,103.95772650000004,1.3703040000000328
589,四炒 Si Chao,"Carrot Cake, Char Kway Teow",East,Self Pickup,,,,,4A Eunos Crescent #01-11 Singapore 402004,103.90426200000007,1.3203270000000202
590,四马路 Goreng Pisang,"Goreng Pisang, Banana Fritters",Central,Self Pickup,,,93673353.0,,270 Queen Street Singapore 180270,103.85406450000005,1.3010580000000687
592,金宝砂煲肉骨茶,"Bak Kut Teh, Chicken Rice",West,Limited Delivery,$40 FOC / $10 with a delivery fee of $3,94818480,96393998.0,,143 Teck Whye Lane Singapore 680143,103.75310250000007,1.3804920000000607
593,Deji Soy Sauce Chicken,Soy Sauce Chicken,West,Limited Delivery,$15 with $5 delivery fee (Jurong only),93873878,,,3 Yung Sheng Road #02-85 Singapore 618499,103.72158450000006,1.3347180000000662
594,Xin Xin Charcoal Claypot Rice,Claypot Rice,North,Limited Delivery,"$5 delivery fee within 5km, else $8 for 5-10km",96274113,,,209 Hougang Street 21 #01-62 Kovan Food Centre,103.88537100000008,1.3615650000000414
596,Da Po Curry Chicken Noodle,"Chicken Rice, Curry Chicken Noodle",Central,Self Pickup,,,81399000.0,,505 Beach Road #B1-53 Golden Mile Food Centre Singapore 199583,103.86388350000004,1.3028760000000261
597,Dessert Guru,"DIY Bubble Tea, Jelly Cups",East,Islandwide,$80 / Pls Enquire,96458655,,,3015 Bedok North Street 5 #06-21,103.94742600000006,1.3367520000000468
598,One Ocean Seafood,"Assam Fish Head, Zi Char",North,Islandwide,$60 FOC else min $30 order with $10 delivery fee,62563973,83871791.0,,7 Mandai Link #01-06 Singapore 723658,103.75799850000004,1.4111730000000762
599,Yao Heng Cooked Food,"Satay Bee Hoon, Prawn Noodle",West,Islandwide,Pls Enquire,,,https://www.Facebook.com/yao.heng.cooked.food.delicious/,221 Boon Lay Place #01-101 Singapore 642221,103.71255300000007,1.3465170000000626
600,Yi Jia South Village Seafood Restaurant,"Zi Char, Curry Fish Head, Salted Egg Crab",East,Delivery / Self Pickup,,91705207,,,550-552 Macpherson Road Singapore 368229,103.88496600000008,1.3324500000000512
601,The Lokal,Western,South,Islandwide,,,64239918.0,www.thelokalsingapore.com,136 Neil Road Singapore 088865,103.84087500000004,1.2783960000000434
602,Freshly Made Chee Cheong Fun,"Chee Cheong Fun, Congee, Porridge",East,Self Pickup,,94372455,,,51 Old Airport Road #01-155 Singapore 390051,103.88580750000006,1.3082490000000462
603,7 Wonders Seafood / Mala Hotpot,"Zi Char, Curry Fish Head, Chilli Crab",East,Islandwide,$30 / Pls Enquire,83332207,,,236 Upper Thomson Road Singapore 574367,103.83500700000008,1.3531410000000506
604,Hungrychef,"Western, Pizza, Shepherd's Pie",Central,Islandwide,$50 / Pls Enquire,91371131,,,314A Tanglin Road Phoenix Park Office Campus,103.81526100000008,1.2981240000000298
605,Steakville,"Western, Steak, Truffle Fries",Central,Islandwide,$30 / Pls Enquire,93863106,,,91 Bencoolen Street #01-06 Singapore 189652,103.85104050000007,1.3003020000000447
606,The Bettership,"Japanese, Salmon Sashimi, Donburi",Central,Islandwide,$20 / Pls Enquire,97646117,,,2 Handy Road #01-03 Singapore 229233,103.84779150000008,1.2991860000000202
607,PastaWa,Pasta,Central,Islandwide,Pls Enquire,,90554503.0,,77 Aliwal Street Singapore 199948,103.86027000000007,1.3033620000000496
608,Rumah Bebe,"Peranakan, Nasi Ulam, Laksa Goreng",East,Islandwide,Pls Enquire,98162177,,,113 East Coast Road Singapore 428803,103.90446450000007,1.3059000000000651
609,Pope Jai Thai,"Thai Food, Set Meal",Central,Islandwide,$80 FOC else min $20 with $5 delivery fee,,96424539.0,www.popejai.com/delivery,2 Orchard Link #03-03 Singapore 237978,103.83598350000005,1.3012560000000235
610,Huay Kwang Thai,Thai Food,South,Islandwide,Pls Enquire,86869990,,,13 North Canal Road Singapore 048826,103.84876350000008,1.2862800000000334
611,Le Pantry,"Ice Latte, Ice Mocha, Ice Americano",East,Delivery / Self Pickup,$25 / $15 FOC for Pasir Ris area,91266856,,https://www.facebook.com/lepantrysg/,110 Pasir Ris Hawker Centre #02-15 Singapore 519641,103.94421750000004,1.383237000000065
612,Ssamxonebowlman,"Korean, Healthy Bowl",South,Islandwide,"$50 FOC else $4 east and central, $5 for west and other areas",65098493,96427968.0,https://www.facebook.com/pg/ssamxonebowlman/menu/,8A Marina Boulevard #B2-67 Singapore 018984,103.85404200000005,1.2801330000000348
613,Foody Bento & Cafe,"Curry Fish Head, Nasi Lemak, Herbal Prawn",Central,Islandwide,$30 / Pls Enquire,,,www.foody.sg,1 Anthony Road #01-02 Singapore 229944,103.83911100000006,1.310508000000027
614,Chapter 55,"Pizza, Pasta, BBQ Pork Ribs",South,Islandwide,$50 FOC else min $40 with $5 delivery fee,62212219,86882798.0,,55 Tiong Bahru Road #01-37 Singapore 160055,103.83413400000006,1.2844170000000759
615,Pietro Ristorante Italiano,"Italian, Pizza, Pasta",North,Islandwide,$60 FOC else min $50 with $8 delivery fee,64845528,88580900.0,,12 Jalan Kelulut Singapore 809030,103.87605150000007,1.3834080000000313
617,The Halia,"Western, Fusion, Local",Central,Islandwide,"No min order, delivery fee $5.35",87980180,,,1 Cluny Road Singapore Botanic Garden Singapore 259569,103.81634550000007,1.3125150000000758
620,Xiao Xiao Coffee Stall,"Drinks, Tea, Coffee",South,Self Pickup,,,,,122 Bukit Merah Lane 1 Singapore 150122,103.80419550000005,1.2864600000000337
622,Wah Seng Kee Traditional Wanton Noodle,"Wanton Noodle, Dumpling Noodle",North,Islandwide,Delivery fee between $3 and $12 / Pls Enquire,91551743,,,313A Sembawang Drive Singapore 751313,103.82140350000009,1.4441490000000385
624,DMQ Eating House,"Handmade Noodle, Ban Mian, Mee Hoon Kueh",East,Islandwide,Pls Enquire,,98581589.0,,304 Ubi Avenue 1 #01-95 Singapore 400304,103.90122900000006,1.3295520000000352
625,Sabai Kakis Authentic Thai Cuisine & Mookata,"Thai Food, Mookata",East,Partial,$50 FOC else min order $20 with delivery fee / Pls Enquire,90701484,,,304 Ubi Avenue 1 #01-95 Singapore 400304,103.90122900000006,1.3295520000000352
626,Noodle Thai Thai Kitchen,Thai Food,Central,Islandwide,$30 / Order online,,,noodlethaithaikitchen.getz.co,20 Ah Hood Road #01-08A Singapore 329983,103.83044850000005,1.29649500000005
627,My NoNNa’s (Social Enterprise),"Western, Fusion, Local",East,Islandwide,Pls Enquire,65810190,,,8 Somapah Road Blk 2 #01-203,103.96281150000004,1.3411530000000198
628,Famous Satay 美味沙爹,"Satay, BBQ Chicken Wings",South,Islandwide,$20 / Pls Enquire,91853452,,,121 Pasir Panjang Road Singapore 118543,103.79151900000005,1.2757860000000392
629,Pizza Arc (Yishun),Pizza,North,Islandwide,Order online,,,www.pizzaarc.com,236 Yishun Ring Rd #01-1020 Singapore 760236,103.83899850000006,1.4341770000000338
630,Pizza Arc (West Coast),Pizza,West,Islandwide,Order online,,,www.pizzaarc.com,1 West Coast Drive #01-01 (NEWest),103.75745850000004,1.3164030000000366
631,Plum Village Restaurant,"Abacus Beads, Hakka Stuffed Tofu",North,Self Pickup,Order timings: 10am to 2pm; 4pm to 8.30pm,,96774431.0,,16 Jalan Leban (off Thomson Upper Road) Singapore 577554,103.82927400000005,1.371654000000035
632,Royale,"Western, Fusion, Local",Central,Self Pickup,Pls Enquire,65216030,,https://www.mercure-singapore-bugis.com/offers/royale-takeaway-special/,122 Middle Road Singapore 188973,103.85311950000005,1.2996090000000322
634,Nature Vegetarian Cuisine,Vegetarian,South,Delivery / Self Pickup,$30 / Pls Enquire,,81109110.0,,112 Bukit Purmei Road #01-201 Singapore 090112,103.82575950000006,1.274445000000071
635,Uncle Penyet,"Ayam Penyet, Steam Chicken",South,Islandwide,Visit website to order,,98290241.0,https://forms.gle/tXGxLoVMQv31HtpC7,"12 Science Drive 2, NUS Frontier Phase One, Singapore 117549",103.78051200000004,1.2953880000000595
636,Best Food Caterer,Thai Style Pineapple Fried Rice,East,Islandwide,$30 / Pls Enquire,64604004,,https://www.bestfoodcaterer.sg/bento-meal,"30 Kallang Pudding Rd, Valiant Industrial Building, #06-08",103.87796850000007,1.3290120000000343
638,Lam's Garden 林苑,"Zi Char, Curry Fish Head, Fish Head Steamboat",Central,Islandwide,$15 with $5 delivery fee,96386387,,,371 Beach Road #02-29 Singapore 199597,103.86233100000004,1.3023180000000707
639,Fireless Kitchen,Rice Bowl,Central,Islandwide,Pls Enquire,,96614469.0,www.firelesskitchen.com/menu,109 North Bridge Road #02-04 Singapore 179097,103.85024400000003,1.2912030000000527
640,Chowon Garden Korean Restaurant,Korean,South,Delivery / Self Pickup,Pls Enquire,87404829,,,2 Peck Seah Street #01-01 Singapore 079305,103.84494300000006,1.2788640000000555
641,Rainbow Fish Soup,"Fish soup, Tom Yum soup, Hong Zao Ji",West,Self Pickup,,97640725,98190294.0,,373 Bukit Batok Street 31 #01-250,103.75039800000008,1.3589280000000485
643,The Meeting Room,"Burger, Nasi Goreng, Curry Noodle",West,Self Pickup,$50 / Pls Enquire,64670600,,,6 Cheong Chin Nam Road Singapore 599732,103.77525150000008,1.3425660000000335
645,Joyfull Roasted Delights,"Roasted Duck, Pig's Trotter, Sio Bak",West,Islandwide,Pls Enquire,96642889,,,274 Bukit Batok East Avenue 4 Singapore 650274,103.75796250000008,1.3479480000000308
646,Jiu Xiang Xiang Roasted Delights,"Roasted Duck, Minced Meat Noodle",Central,Islandwide,Pls Enquire,94307757,,,588F Balestier Road Singapore 329899,103.84312500000004,1.3267710000000648
647,The Plattering Co.,"Family Platters, lunch & dinner bowls",Central,Islandwide,$60 FOC (promo code: DELIVERFORFREE),90704834,,https://theplatteringco.oddle.me,20 Cavan Road Singapore 209851,103.86168300000008,1.3108140000000503
648,Lao Jiang Superior Soup (Punggol),"Superior Soup, Bittergourd Soup, Fish Soup",North-East,Self Pickup,,62440219,98185076.0,,681 Punggol Drive #01-42/43 Singapore 820681,103.90563900000006,1.4067810000000236
649,Lao Jiang Superior Soup (Bedok),"Superior Soup, Bittergourd Soup, Fish Soup",East,Self Pickup,,63858937,98185076.0,,430 Upper Changi Road #01-07 Singapore 487048,103.94620200000008,1.3317750000000501
650,Lao Jiang Superior Soup (Bukit Timah),"Superior Soup, Bittergourd Soup, Fish Soup",West,Self Pickup,,64652660,98185076.0,,2 Cheong Chin Nam Road Singapore 599727,103.77529650000008,1.342251000000033
